{\rtf1\ansi\ansicpg1252\cocoartf1561\cocoasubrtf600
{\fonttbl\f0\fmodern\fcharset0 Courier;}
{\colortbl;\red255\green255\blue255;\red0\green0\blue0;}
{\*\expandedcolortbl;;\cssrgb\c0\c0\c0;}
\margl1440\margr1440\vieww10800\viewh8400\viewkind0
\deftab720
\pard\pardeftab720\sl280\partightenfactor0

\f0\fs24 \cf2 \expnd0\expndtw0\kerning0
\outl0\strokewidth0 \strokec2 34, Private, 287315, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
56, Self-emp-inc, 32316, 12th, 8, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
51, Local-gov, 114508, 9th, 5, Separated, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K\
55, Private, 49996, 11th, 7, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K\
61, ?, 265201, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 14, United-States, <=50K\
60, Private, 230545, 7th-8th, 4, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 35, Cuba, <=50K\
39, Private, 370549, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 30, United-States, >50K\
26, Private, 58065, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K\
38, Private, 607848, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K\
32, Private, 169512, Bachelors, 13, Married-civ-spouse, Sales, Husband, Black, Male, 0, 0, 60, United-States, >50K\
18, Private, 194561, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 37, United-States, <=50K\
64, Private, 221343, 1st-4th, 2, Divorced, Priv-house-serv, Not-in-family, White, Female, 0, 0, 12, United-States, <=50K\
22, Private, 124454, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K\
29, Private, 250967, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 1887, 48, United-States, >50K\
41, Self-emp-not-inc, 111772, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1887, 40, United-States, >50K\
56, Private, 169560, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
27, Private, 330466, Bachelors, 13, Never-married, Tech-support, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K\
43, Private, 83411, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K\
57, Private, 174353, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
19, Private, 327397, HS-grad, 9, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 30, United-States, <=50K\
52, Private, 225339, HS-grad, 9, Widowed, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K\
30, Private, 131425, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
41, Local-gov, 227644, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
35, Private, 171327, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
37, Private, 161111, Bachelors, 13, Never-married, Sales, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
69, Private, 140176, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 24, United-States, <=50K\
33, Federal-gov, 428271, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K\
54, Private, 319697, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, <=50K\
62, Private, 180418, 12th, 8, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K\
56, Private, 103948, 11th, 7, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K\
39, Private, 79331, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 15024, 0, 40, United-States, >50K\
21, Private, 216867, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
31, Private, 264936, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
40, Private, 98466, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K\
30, Private, 123397, HS-grad, 9, Never-married, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
39, Private, 456922, Bachelors, 13, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
19, Private, 332928, 11th, 7, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K\
33, Private, 496743, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 88, United-States, <=50K\
20, ?, 311570, HS-grad, 9, Married-civ-spouse, ?, Other-relative, White, Female, 0, 0, 32, United-States, <=50K\
39, ?, 71701, HS-grad, 9, Divorced, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
38, Private, 210198, HS-grad, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 30, United-States, <=50K\
26, State-gov, 92795, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 80, United-States, <=50K\
46, Federal-gov, 341762, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 45, United-States, >50K\
55, Private, 143030, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
58, Private, 174040, Some-college, 10, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
22, Private, 118235, HS-grad, 9, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 55, United-States, <=50K\
28, Private, 115579, Assoc-voc, 11, Never-married, Tech-support, Own-child, White, Female, 0, 0, 38, United-States, <=50K\
33, Private, 193042, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K\
29, Private, 206351, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
33, Private, 373432, Some-college, 10, Separated, Craft-repair, Own-child, White, Male, 0, 0, 60, United-States, <=50K\
41, Private, 170331, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K\
42, ?, 155190, Bachelors, 13, Married-civ-spouse, ?, Husband, Black, Male, 2580, 0, 8, United-States, <=50K\
65, Private, 155261, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
23, Local-gov, 255252, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, <=50K\
28, ?, 131310, 12th, 8, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 20, Germany, <=50K\
19, Private, 222445, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 10, United-States, <=50K\
45, Private, 187730, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
54, Self-emp-not-inc, 392286, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K\
48, Private, 155659, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 7688, 0, 40, United-States, >50K\
46, Self-emp-not-inc, 366089, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K\
29, Private, 172865, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K\
74, ?, 33114, 10th, 6, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male, 1797, 0, 30, United-States, <=50K\
18, Self-emp-inc, 184920, HS-grad, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 25, United-States, <=50K\
27, Private, 366066, Assoc-acdm, 12, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
40, Private, 77370, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
37, Self-emp-inc, 382802, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Black, Male, 0, 0, 99, United-States, >50K\
22, Private, 315524, Some-college, 10, Never-married, Adm-clerical, Own-child, Black, Male, 0, 0, 30, Dominican-Republic, <=50K\
61, ?, 195789, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K\
18, Private, 282609, 5th-6th, 3, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 30, Honduras, <=50K\
30, Private, 205152, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
59, Private, 208395, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K\
47, Local-gov, 251588, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, >50K\
62, Self-emp-not-inc, 168682, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 5, United-States, <=50K\
23, Private, 330571, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 25, United-States, <=50K\
50, Private, 158948, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 84, United-States, <=50K\
22, Private, 359759, Some-college, 10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 20, Philippines, <=50K\
46, Private, 155509, Bachelors, 13, Separated, Prof-specialty, Unmarried, Black, Female, 0, 0, 32, Jamaica, <=50K\
42, Self-emp-not-inc, 99185, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
68, Self-emp-not-inc, 119056, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 24, United-States, >50K\
20, Private, 221661, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, Mexico, <=50K\
49, Private, 160706, 11th, 7, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, Puerto-Rico, <=50K\
45, Local-gov, 211666, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, >50K\
29, Local-gov, 419722, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 3674, 0, 40, United-States, <=50K\
39, Self-emp-not-inc, 55568, Bachelors, 13, Married-civ-spouse, Farming-fishing, Wife, White, Female, 0, 0, 50, United-States, <=50K\
24, State-gov, 165201, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 45, United-States, <=50K\
23, Private, 394612, Bachelors, 13, Never-married, Tech-support, Own-child, Black, Male, 0, 0, 40, United-States, <=50K\
19, Private, 29526, HS-grad, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 32, United-States, <=50K\
20, Private, 254025, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
32, Federal-gov, 504951, Assoc-acdm, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 50, United-States, <=50K\
46, ?, 148489, HS-grad, 9, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, <=50K\
41, Private, 319271, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K\
24, Private, 155818, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
28, Private, 311446, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
45, Federal-gov, 363418, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
37, Private, 202662, 10th, 6, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, <=50K\
65, Private, 350498, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 10605, 0, 20, United-States, >50K\
57, Private, 329792, 7th-8th, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 75, United-States, <=50K\
26, Private, 63577, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K\
44, Private, 222703, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 0, 0, 40, Nicaragua, <=50K\
23, Private, 175266, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
57, Private, 137031, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K\
67, Private, 257557, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, Black, Male, 10566, 0, 40, United-States, <=50K\
44, Private, 32000, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 18, United-States, >50K\
34, Private, 167474, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K\
44, Private, 205822, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K\
51, Local-gov, 166461, Doctorate, 16, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 40, United-States, >50K\
17, ?, 103851, 11th, 7, Never-married, ?, Own-child, White, Female, 0, 0, 45, United-States, <=50K\
43, Private, 222756, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2002, 44, United-States, <=50K\
20, Private, 117210, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
57, Self-emp-inc, 107617, HS-grad, 9, Separated, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, United-States, >50K\
47, Private, 179955, Some-college, 10, Widowed, Transport-moving, Unmarried, White, Female, 0, 0, 25, Outlying-US(Guam-USVI-etc), <=50K\
47, Private, 24723, 10th, 6, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female, 0, 0, 45, United-States, <=50K\
35, Self-emp-not-inc, 120066, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male, 0, 0, 60, United-States, <=50K\
39, Private, 315776, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Male, 8614, 0, 52, United-States, >50K\
51, Private, 95469, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K\
41, Private, 191814, HS-grad, 9, Married-civ-spouse, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
29, Private, 283227, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
69, ?, 182668, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 45, United-States, >50K\
65, ?, 136431, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 9386, 0, 40, United-States, >50K\
42, Private, 314649, HS-grad, 9, Married-spouse-absent, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male, 0, 0, 40, ?, <=50K\
70, ?, 308689, 5th-6th, 3, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 40, Cuba, <=50K\
40, Private, 181015, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 47, United-States, <=50K\
66, Private, 592029, HS-grad, 9, Widowed, Sales, Not-in-family, Black, Female, 0, 0, 24, United-States, <=50K\
50, Private, 155434, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, >50K\
31, Private, 148607, Some-college, 10, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
22, Private, 138994, HS-grad, 9, Never-married, Sales, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, Vietnam, <=50K\
56, Private, 199763, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K\
55, Federal-gov, 212600, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, ?, >50K\
38, Private, 165930, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K\
46, Private, 153536, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 40, United-States, >50K\
25, Private, 266600, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, Black, Male, 3137, 0, 40, United-States, <=50K\
25, Private, 218667, 5th-6th, 3, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
20, Private, 267706, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K\
25, Private, 272428, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 4416, 0, 42, United-States, <=50K\
26, Private, 195636, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K\
50, Private, 166758, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K\
25, Private, 207258, 9th, 5, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 40, Mexico, <=50K\
50, Private, 210217, Bachelors, 13, Divorced, Sales, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K\
31, Private, 328734, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 2238, 40, United-States, <=50K\
31, Private, 156493, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K\
51, Private, 186303, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K\
37, Private, 212900, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
63, Private, 108097, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 10566, 0, 45, United-States, <=50K\
19, Private, 271446, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, <=50K\
61, Private, 230292, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 7688, 0, 40, United-States, >50K\
24, Local-gov, 115222, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K\
59, Local-gov, 140478, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K\
38, Private, 95654, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 60, United-States, <=50K\
38, Private, 191479, Some-college, 10, Divorced, Exec-managerial, Own-child, Black, Female, 0, 0, 40, United-States, <=50K\
20, ?, 121023, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
26, Self-emp-not-inc, 258306, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 99, United-States, <=50K\
23, Private, 161708, Some-college, 10, Never-married, Other-service, Unmarried, White, Female, 0, 0, 20, United-States, <=50K\
66, Private, 151227, Bachelors, 13, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, >50K\
37, Private, 184456, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K\
42, Federal-gov, 55457, 10th, 6, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, Mexico, <=50K\
32, Private, 215047, 7th-8th, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K\
37, Private, 212512, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 3464, 0, 50, United-States, <=50K\
49, Federal-gov, 179869, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
33, Private, 314068, Assoc-voc, 11, Divorced, Tech-support, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
29, Private, 157950, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K\
30, Private, 261023, Some-college, 10, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 50, United-States, <=50K\
39, Private, 347960, Prof-school, 15, Never-married, Prof-specialty, Not-in-family, White, Female, 14084, 0, 35, United-States, >50K\
34, Private, 340940, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 60, United-States, >50K\
42, Self-emp-not-inc, 29962, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, <=50K\
20, Private, 68358, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 12, United-States, <=50K\
35, Private, 340018, 10th, 6, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 38, United-States, <=50K\
43, Self-emp-not-inc, 144928, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K\
38, Self-emp-not-inc, 233571, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K\
51, Private, 138251, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K\
28, Private, 61487, HS-grad, 9, Never-married, Prof-specialty, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K\
50, Self-emp-inc, 194514, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 50, Trinadad&Tobago, <=50K\
40, Self-emp-inc, 142030, Bachelors, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 55, United-States, >50K\
40, Private, 100292, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 52, United-States, >50K\
24, Private, 190293, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
48, Self-emp-not-inc, 100931, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
65, Private, 90113, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K\
33, Private, 143540, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
27, Private, 232954, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K\
22, Private, 58916, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K\
69, Private, 159522, 7th-8th, 4, Divorced, Machine-op-inspct, Unmarried, Black, Female, 2964, 0, 40, United-States, <=50K\
44, Private, 210648, Bachelors, 13, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K\
33, Private, 198727, HS-grad, 9, Divorced, Tech-support, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K\
43, Private, 343121, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K\
34, Private, 234537, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
27, Private, 207213, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
57, Self-emp-not-inc, 56480, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 1, United-States, <=50K\
20, Self-emp-inc, 83141, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
40, Private, 184105, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
46, Private, 57914, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K\
20, Private, 22966, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 12, Canada, <=50K\
40, Private, 226608, Some-college, 10, Divorced, Tech-support, Not-in-family, White, Male, 0, 0, 30, Guatemala, >50K\
34, Private, 344275, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, ?, >50K\
33, State-gov, 208785, Some-college, 10, Separated, Prof-specialty, Not-in-family, White, Male, 10520, 0, 40, United-States, >50K\
30, Private, 236993, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 30, United-States, <=50K\
59, Private, 77884, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K\
34, Self-emp-not-inc, 276221, 10th, 6, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K\
26, Private, 102476, Some-college, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K\
52, Private, 152373, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K\
55, Private, 463072, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K\
18, Private, 126021, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 20, United-States, <=50K\
22, Private, 232985, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, White, Male, 0, 0, 20, United-States, <=50K\
37, Private, 147258, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, >50K\
35, Private, 225860, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K\
23, Local-gov, 238384, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K\
56, Private, 373216, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 48, United-States, <=50K\
33, State-gov, 120460, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K\
38, Self-emp-inc, 257250, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K\
40, Private, 109762, Some-college, 10, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K\
18, Private, 27620, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K\
40, Private, 301359, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K\
52, Self-emp-not-inc, 417227, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, <=50K\
37, Private, 175720, 10th, 6, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K\
31, Private, 84154, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 38, ?, >50K\
30, Local-gov, 159773, Bachelors, 13, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 45, United-States, >50K\
53, Private, 172991, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 25, United-States, <=50K\
45, Private, 116360, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K\
47, Self-emp-inc, 154174, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, >50K\
29, Private, 40295, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K\
